"�__SITE_NAME","SITE_ID","Average_of_LATITUD","Average_of_LONGITUD","Nodo_HFC"
"Santa Ana","SAN",-17.74608,-63.18013,"SCZ046"
"Santa Ana de Velasco","SADV",-16.586,-60.68903,""
"Santa Ana de Yacuma","SAY",-13.7494,-65.4265,""
"Santa Ana La Nueva","SNU",-21.49737,-64.52428,""
"Santa Fe de Yapacani","SFY",-17.39574,-63.82557,""
"Santa Marta","SNM",-17.90103,-63.33839,""
"Santa Rita","SRI",-17.98025,-63.37101,""
"Santa Rita Rural","SRRU",-17.94784,-62.96792,""
"Santa Rosa","SRO",-17.10805,-63.61123,""
"Santa Rosa De La Roca","SRR",-15.91246,-61.44161,""
"Santa Rosa De Lima","SRL",-16.45552,-68.16646,""
"Santa Rosa de Mapiri","MPI",-15.31422,-68.34304,""
"Santa Rosa de Yacuma","SRY",-14.07154,-66.79294,""
"Santa Rosa N","SRN",-17.0837,-65.22178,""
"Santa Rosa TRJ","SRT",-21.84056,-63.84786,""
"Santa Rosita","SRS",-17.7916,-63.1988,"SCZ037"
"Santa Vera Cruz","SVC",-17.45677,-66.12691,""
"Santiago de Callapa","SDC",-17.47959,-68.35564,""
"Santiago de Chiquitos","STG",-18.33679,-59.62806,""
"Santiago de Lacaya","SDL",-16.47065,-68.12316,"LPZ339"
"Santiago Primero","STO",-16.52239,-68.16097,"EAL300"
"Santivanez","STV",-17.54789,-66.25236,""
"Santo Domingo","SDO",-17.40079,-66.27769,""
"Santos Dumont","DUM",-17.81467,-63.18333,"SCZ169"
"Santuario de Quillacas","SDQ",-19.23407,-66.94132,""
"SAO","SAO",-17.76754,-63.13794,""
"Sapahaqui","SPHQ",-16.88854,-67.94963,""
"Sapecho","SCH",-15.5593,-67.334,""
"Saragoza","SGZ",-17.71124,-63.06095,""
"Sararenda","SRD",-20.0682,-63.56455,""
"Sarco","SCO",-17.36812,-66.17825,"CBB319"
"Sarcobamba","SRC",-17.37951,-66.18957,"CBB505"
"Satelite Cosite","STC",-16.51992,-68.14969,""
"Satelite Norte","SAT",-17.60514,-63.14042,"SAT002"
"Satelite Norte 2","SAT2",-17.60366,-63.15183,"SAT006"
"Sausalito","SST",-17.71881,-63.18688,"SCZ605"
"Sayonama","SYN",-16.38235,-61.03377,""
"SCR POT III","SRPT3",-19.37875,-65.20856,""
"SCR POT IV","SRPT4",-19.53854,-65.24538,""
"SCR POT V","SRPT5",-19.62284,-65.3726,""
"SCR POT VI","SRPT6",-19.5405,-65.54101,""
"SCR POT VII","SRPT7",-19.53917,-65.69386,""
"SCR_POT1","SRPT1",-19.10884,-65.26465,""
"SCR_POT2","PT2",-19.24247,-65.16958,""
"SCZ CBBA II","SCB2",-17.20306,-65.83127,""
"SCZ CBBA III","SCB3",-17.16455,-65.7386,""
"SCZ CBBA IV","SCB4",-17.00881,-65.57261,""
"SCZ CBBA V","SCB5",-17.01219,-65.0589,""
"SCZ CBBA VII","SCB7",-17.15349,-64.64761,""
"SCZCBBA6","SCB6",-17.11736,-64.77131,""
"SCZCBBA8","SCB8",-17.3663,-64.0693,""
"SCZCBBA9","SCB9",-17.38728,-63.52115,""
"Sede Blooming","BMG",-17.72259,-63.15098,"SCZ506"
"Sede Linea 4","LI4",-17.81624,-63.10068,"SCZ213"
"Seguencoma","SEG",-16.53192,-68.10219,"LPZ137"
"Senda 6","SD6",-17.02238,-64.95007,""
"Senda D","SDD",-16.9177,-65.14484,""
"Senkata","SEN_",-16.58113,-68.18458,"EAL372"
"Senkata El Alto","SKEA",-16.80218,-68.17139,""
"Senkata II","SEN2",-16.5896,-68.1816,"EAL381"
"Senor de los Milagros","MIL",-17.79933,-63.2017,"SCZ042"
"Seton","SET",-17.39056,-66.2075,"CBB561"
"Sevaruyo","SVY",-19.33816,-66.84085,""
"Sevilla 2","SEV",-17.81992,-63.17101,"SCZ901"
"Sevilla Las Terrazas","SLT",-17.686,-63.14433,""
"Sevillas del Bosque","SEB",-17.67072,-63.09606,""
"Shinaota","SHI",-16.99064,-65.25,""
"Shinaota Villa (San Isidro)","SHV",-17.0124,-65.3007,""
"Sica Sica","SIC",-17.33075,-67.74014,""
"Sica sica SCR","SCR3",-19.05547,-65.24383,""
"Sidumss","SDU",-17.38083,-66.09972,"CBB214"
"Siglo XX","SGL",-17.4297,-66.1313,"CBB151"
"Sillar","SIL",-17.21569,-65.70475,""
"Simon Bolivar","SMB",-17.89562,-63.28585,"GRD083"
"Simon Lopez","SIM",-17.36221,-66.1774,"CBB320"
"Simon Patino","SPA",-17.37284,-66.15384,"CBB329"
"Sindicato Andino","SDA",-17.10625,-64.55431,""
"Sindicato Esmeralda","SES",-17.22869,-64.68718,""
"Sipe Sipe","SIP",-17.45207,-66.33545,""
"Sipe Sipe II","SIP2",-17.45263,-66.35805,""
"SLAN","SLA",-17.77425,-63.16342,"SCZ066"
"Sociedad Rural del Oriente","SORO",-17.5551,-63.1924,""
"Sociedad Taunus","STA",-16.51156,-68.16025,"LPZ067"
"Soffer","SOF",-17.3858,-66.1513,""
"Sonilum","SON",-17.7718,-63.2045,"SCZ021"
"Sopachuy","SPY",-19.48295,-64.47726,""
"Sopocachi","SOP",-16.51116,-68.12582,""
"Sorata","SOR",-15.77336,-68.64514,""
"Sucre Norte","SCRN",-18.98602,-65.32945,""
"Sumumpaya","SMP",-17.39981,-66.23631,"CBB633"
"Super Okinawa","SOK",-17.77693,-63.17986,"SCZ1021"
"Sur","ORU3",-17.98251,-67.12791,"ORU129"
"Tabla Chaca","TBLC",-17.91617,-67.34267,""
"Tabladita","TAR3",-21.53683,-64.75537,"TRJ106"
"Tacachi","TAH",-17.64095,-65.80559,""
"Tacacoma","TCC",-15.58233,-68.64369,""
"Tacagua","TAC",-16.51124,-68.14746,"LPZ567"
"Tacagua 2","TAC2",-16.51516,-68.15071,"LPZ568"
"Tacobamba","TBB",-19.20701,-65.55647,""
"Tadeo","TDO",-17.3819,-66.17681,"CBB303"
"Tahuantinsuyo","THS",-16.48237,-68.21828,"EAL53"
"Tahuichi","THC",-17.82092,-63.19278,"SCZ146"
"Taipiplaya","TAI",-15.93983,-67.47931,""
"Tajibos","TAJ",-17.76661,-63.19817,"SCZ019"
"Tajma","TJM",-16.37036,-67.46476,""
"Tambo Quemado","TQD",-18.27694,-69.00521,""
"Tamborada","TMB",-17.44192,-66.16228,"CBB049"
"Tapacari","TAP",-17.6416,-66.6303,""
"Taperas","TPRS",-17.90933,-60.37112,""
"Taquina","TAQ",-17.35225,-66.18425,"CBB404"
"Tarabuco","TBU",-19.17245,-64.925,""
"TARACO","TRC",-16.45687,-68.859,""
"Tarapaca","TAR",-16.5235,-68.1687,"EAL300"
"Tarapaya","TPY",-19.49767,-65.78317,""
"Tarata","TRT",-17.60992,-66.02722,""
"Tarvita","TAV",-19.92068,-64.49102,""
"Tatarenda","TAT",-19.09744,-63.51466,""
"Teleferico Naranja","TNA",-16.48656,-68.13012,"LPZ355"
"Teleférico Oruro","TEO",-17.96964,-67.12216,"ORU094"
"Tembladerani","TBL",-16.50661,-68.14186,"LPZ551"
"Temporal","TEM",-17.3555,-66.15703,"CBB011"
"TEREBINTO","TEB",-17.71046,-63.40406,""
"Terminal de Buses","TBS",-11.0749,-68.7836,""
"Terminal de Buses CBBA","TBC",-17.40204,-66.15634,""
"Terminal de Buses Trinidad","TBT",-14.83619,-64.891,""
"Terminal LPZ","TLP",-16.48812,-68.14232,"LPZ204"
"Terminal Quijarro","TERQ",-19.0059,-57.72972,""
"Terminal Sucre","TSR",-19.03693,-65.24439,"SRE028"
"Tero Tero","TTR",-17.76758,-63.15278,"SCZ064"
"Terracor","TCR",-17.67113,-63.18455,""
"Tiahuanacu","TIA",-16.55186,-68.68149,""
"Ticka Loma","TKL",-19.57351,-65.74377,""
"Ticti","TIC",-17.43,-66.14202,""
"Ticti Norte","TCN",-17.34858,-66.17044,"CBB018"
"Tierras Nuevas","TNV",-17.84693,-63.21719,"SCZ823"
"TIGO - Doble Via","TDV",-17.81738,-63.21112,"SCZ139"
"Tiguipa Estación","TIG",-21.0048,-63.3271,""
"Tilata","TLT",-16.57186,-68.22136,""
"Tin Tin","TIN",-18.01878,-65.41106,""
"Tipuani","TIP",-15.56625,-68.0216,""
"Tiquina San Pablo","TIQSP",-16.21587,-68.84598,""
"Tiquipaya","TIQ",-17.33981,-66.21661,"CBB429"
"Tiraque","TIR",-17.42783,-65.72306,""
"Tito Yupanqui","TTY",-16.49588,-68.11648,"LPZ320"
"TITO YUPANQUI 2","TTY2",-16.1943,-68.9585,""
"Todos Santos","TOS",-19.01323,-68.71564,""
"Toko","TKO",-17.62679,-65.92668,""
"Tolata","TTA",-17.53185,-65.963,""
"Toledo","TOL",-18.17666,-67.4098,""
"Tomatitas","TOM",-21.4933,-64.76322,""
"Tomave","TMV",-20.06503,-66.53147,""
"Tomichucua","TCHU",-11.14625,-66.16435,""
"Tomina","TMN",-19.17352,-64.46754,""
"Torre Karito","TKA",-16.51561,-68.13503,"LPZ136"
"Totai Citrus","TTC",-17.20502,-62.24884,""
"Total Incahuasi","TIH",-19.82382,-63.65734,""
"Totora","TOT",-17.73886,-65.192,""
"Totora Oruro","TORU",-17.80445,-68.15155,""
"Tranca Achica Arriba","TAA",-16.71647,-68.18746,""
"Tranca Sacaba","TSC",-17.39475,-66.05731,"CBB266"
"Tranca Salida a Oruro","TSO",-17.74484,-67.17543,""
"Tranca San Antonio","TSAN",-19.56942,-65.7904,""
"Trebol","TRB",-19.01462,-65.26314,"SRE055"
"Trigal","TRG",-18.30727,-64.14992,""
"Trinidad I","TRI1",-14.834,-64.91243,""
"Trinidad III","TRI3",-14.82958,-64.88952,""
"Trinidad Mana Las Palmas","TMLP",-14.77784,-64.90406,""
"Trojes","TRO",-17.34482,-66.19922,"CBB421"
"Trompillo Polanco","POL",-17.80331,-63.16478,"SCZ090"
"Tucsupaya","TUC",-19.02315,-65.27183,"SRE061"
"Tumumpasa","TMP",-14.14509,-67.88541,""
"Tumusla","TUM",-17.39558,-66.1617,""
"Tuna","TUN",-17.64089,-61.71279,""
"Tunari","TNR",-17.34441,-66.16048,""
"Tunari El Alto","TEA",-16.49933,-68.19954,"EAL107"
"Tupac Yupanqui","TYQ",-21.51319,-64.72141,"TRJ28"
"Tupiza","TPZ",-21.4488,-65.7185,""
"Tupiza II","TPZ2",-21.43328,-65.72724,""
"Tupuraya","TUP",-17.374,-66.14148,"CBB029"
"Turco","TUR",-18.18072,-68.19356,""
"Tuscapujio","TCP",-17.42007,-66.04301,""
"Tusequis","TUS",-17.7467,-63.15235,"SCZ103"
"Tuti Mayu","TMY",-17.40141,-65.94543,""
"Tutumaso","TUT",-17.86478,-63.21459,"GRD275"
"Tx Amachuma","TXA",-16.63466,-68.14182,""
"Tx Buen Jesus","TBJ",-14.99781,-64.35961,""
"Tx Cerro Quiquibey","CQQ",-15.39996,-67.20449,""
"TX Chacambaya (ex Quiabaya)","TXCH",-15.61225,-68.70419,""
"Tx Chaco Pacahuara","PCH",-11.93303,-66.19989,""
"Tx Chihuahua","TCH",-17.25997,-62.36838,""
"Tx Comunidad El Toro","CET",-13.21169,-66.70489,""
"Tx Comunidad La Conquista","LCQ",-11.18273,-67.10463,""
"Tx Comunidad Naranjal","CNA",-11.34334,-66.59138,""
"Tx Comunidad Pena Amarilla","AMA",-11.33107,-66.402,""
"Tx Cruce Elvira","EVR",-14.56155,-64.3828,""
"TX Estancia Casa Blanca","EBL",-13.62583,-66.61489,""
"Tx Estancia Las Palmeras","ELP",-11.13773,-68.3606,""
"Tx Estancia Nostalgia","NOS",-11.11481,-66.09153,""
"Tx Estancia San Antonio","ESA",-12.41764,-66.17342,""
"Tx Estancia San Francisco","ESF",-11.10978,-67.93326,""
"Tx La Asunta 1","TAS",-16.30415,-67.43564,""
"Tx La Asunta 2","TAS2",-16.32276,-67.30701,""
"TX La Cumbre","TLC",-16.33291,-68.01684,""
"Tx Mairana","TXMA",-18.14866,-63.90246,""
"Tx Piedras Blancas","PDB",-14.73717,-67.22682,""
"Tx Porvenir","TPR",-11.16675,-68.78242,""
"Tx Puerto Yata","PTY",-11.01358,-65.90372,""
"Tx Renacer","RNC",-15.12225,-64.12235,""
"TX San Antonio","TSA",-16.41311,-60.98258,""
"TX Santa Ana","TAN",-16.59889,-60.7381,""
"Tx V. nueva rosario","TVN",-15.77655,-67.59698,""
"TX Villazon","TXV",-22.07858,-65.60417,""
"TX_EL_DORADO","TED",-16.27206,-67.61731,""
"U Catolica CBBA","UCBC",-17.37168,-66.14628,"CBB329"
"U. Adventista","UAD",-17.38936,-66.3097,"VNT001"
"U. San Francisco Javier","SFC",-19.04866,-65.25318,"SRE151"
"UAGRM","GAB",-17.7809,-63.19281,"SCZ027"
"UCATEC","UCA",-17.37094,-66.13556,"CBB002"
"Ucebol","UCE",-17.72573,-63.17434,"SCZ054"
"UDABOL","UDB",-17.77004,-63.2002,"SCZ018"
"UMALA","UML",-17.37361,-68.02111,""
"UMSS","UMS",-17.39093,-66.14445,""
"UNCIA","UNC",-18.47061,-66.57697,""
"Unifranz","UNF",-17.77608,-63.18957,"SCZ025"
"Univalle CBBA nuevo","UNI",-17.33224,-66.22659,""
"Universidad  Tomas Frias","UTF",-19.58683,-65.75653,"PTS104"
"Universidad Autonoma Juan Misael Saracho","UJM",-21.54479,-64.72093,""
"UPB CBBA","UPB",-17.39675,-66.2165,"CBB625"
"UPB LPZ","UPBL",-16.58417,-68.13649,""
"UPDS","UDS",-17.75776,-63.17176,"SCZ004"
"UPSA","UPS",-17.76301,-63.1503,"SCZ063"
"Urb Aqualand","UAQ",-17.63912,-63.15857,"SAT029"
"Urb Aroma","UAR",-16.5607,-68.197,"EAL349"
"Urb Atlantida","UAT",-16.51104,-68.14239,"LPZ559"
"Urb Boa","UBO",-16.49997,-68.18564,"EAL100"
"Urb Candelaria","CDL",-16.53018,-68.21075,"EAL214"
"Urb Colinas del Izozog","CIZ",-17.89129,-63.22135,""
"Urb Cosmos 78","UC7",-16.53123,-68.19867,"EAL210"
"Urb Ecologica","UEL",-16.59947,-68.17661,""
"Urb Ende","UBE",-17.38669,-66.19682,"CBB557"
"Urb Illimani","UIL",-16.52611,-68.11697,"LPZ585"
"Urb Josue","UJO",-17.71909,-63.09003,""
"Urb Los Rosales","ROS",-16.51098,-68.05116,"LPZ035"
"Urb Magisterio","UMG",-17.38333,-66.08086,"CBB257"
"Urb Mapaizo","MPZ",-17.74695,-63.06009,""
"Urb Mercedes","UME",-16.57008,-68.20425,"EAL360"
"Urb Nueva Trinidad","UNT",-14.82477,-64.87151,""
"Urb Nuevos Horizontes","UNH",-16.5422,-68.1812,"LPZ080"
"Urb Paraiso II","UP2",-17.8421,-63.09363,"SCZ252"
"Urb Pena Azul","UPA",-16.5074,-68.0803,""
"Urb Romar","URO",-17.73503,-63.11736,"SCZ425"
"Urb San Alberto","USA",-16.53099,-68.09221,"LPZ033"
"Urb San Felipe","USF",-16.51829,-68.23653,""
"Urb Santa Rosa","USR",-16.54379,-68.1634,"EAL312"
"Urb Tarope 2","UTP2",-17.7744,-63.00291,""
"Urb. El Dorado","UED",-17.73741,-63.10924,"SCZ424"
"Urb. Juan Tardio","UJT",-17.38639,-66.26745,""
"Urb. Los Jardines","ULJ",-17.90354,-63.06205,""
"Urb. Manantial","UMA",-17.73439,-63.04037,""
"Urb. Pumas Andinos","PMA",-17.98788,-67.07063,""
"Urb. Tarope","UTP",-17.76238,-63.0225,""
"Urb.Alemania","UAL",-16.51764,-68.20516,"EAL205"
"Urbanizacion Arco Iris II","UAI",-17.87692,-63.23986,"GRD269"
"Urbanizacion Balcon 4","UB4",-17.89946,-63.27673,"GRD082"
"Urbanizacion Bolivia","UBV",-19.08062,-65.24072,""
"Urbanizacion Calama","UCLM",-16.5245,-68.19938,"EAL207"
"Urbanizacion Calicanto","UCC",-17.46294,-66.10764,""
"Urbanizacion Cañoto","UBC",-17.80617,-63.21746,"SCZ132"
"Urbanizacion Cotoca","UCT",-17.75732,-63.09377,"SCZ435"
"Urbanización El Piyo","UPY",-17.90732,-63.21606,""
"Urbanizacion Gran Chaco","UGC",-21.99942,-63.67783,"YCB017"
"Urbanizacion Gran Paititi","UGP",-17.53909,-63.1684,""
"Urbanizacion Hansa","UHA",-16.53567,-68.15272,"EAL303"
"Urbanizacion Ingenio","UIN",-16.48386,-68.20292,"EAL057"
"Urbanización Inteligente","ITG",-17.83857,-63.25654,"GRD190"
"Urbanizacion Italia","UIT",-17.74164,-63.08828,""
"Urbanizacion Juana Azurduy","UJA",-16.50776,-68.23234,"EAL179"
"Urbanizacion La Aurora","ULA",-17.91092,-67.12675,"ORU013"
"Urbanizacion La Floresta","ULF",-17.35013,-66.15952,""
"Urbanización La Madre","ULM",-17.35202,-63.23993,"MON122"
"Urbanización Los Chapacos","ULC",-21.50667,-64.74056,"TRJ37"
"Urbanizacion Los Lirios","ULL",-17.98967,-67.12283,"ORU123"
"Urbanizacion Nueva Esperanza","UNE",-17.85148,-63.27285,"GRD186"
"Urbanizacion Petrolera","UPT",-17.85696,-63.23438,"GRD262"
"Urbanización Santa Maria","USM",-14.83878,-64.92615,""
"Urbanizacion Sierra Mier","UMI",-17.93522,-67.11226,"ORU424"
"Urbanizaciones Norte","URBA",-17.69405,-63.18292,""
"Urbari","URB",-17.79668,-63.19672,"SCZ042"
"Urubicha","URC",-15.63038,-63.08267,""
"Urubo","URU",-17.75483,-63.22391,""
"Urubo 2","URU2",-17.74735,-63.23444,""
"Urubo Tanque de Agua","UTA",-17.75034,-63.21653,""
"Ushpa Ushpa","USH",-17.47758,-66.10408,""
"Ushpa Ushpa 2","USH2",-17.49391,-66.08892,""
"Uyuni","UYN",-20.45074,-66.80445,""
"Uyuni Centro","UYC",-20.46325,-66.82481,""
"Vacas","VAC",-17.57706,-65.59133,""
"Valencia","VLC",-16.67188,-68.03404,""
"Valentin Abecia","VTA",-16.5149,-68.13803,"LPZ096"
"Valle Alto","VAL",-17.45791,-65.85947,""
"Valle de La Concepción","VDC",-21.69508,-64.66008,""
"Valle Hermoso","VHE",-17.44847,-66.12181,""
"Valle Sanchez","VSZ",-17.65416,-63.18047,""
"Vallegrande","VGA",-18.49219,-64.1103,""
"Vallegrande 2","VG2",-18.49219,-64.1103,""
"Ventillas","VNT",-19.07381,-66.20731,""
"Ventura Mall","VMA",-17.75464,-63.19982,""
"Vertedero Normandia","VNM",-17.86401,-63.08011,""
"Viacha","VCH",-16.65233,-68.31782,""
"Viacha Centro","VCC",-16.65144,-68.30108,"VCH004"
"Victoria","VIC",-16.50558,-68.12911,""
"Vidriolux","VDX",-17.4357,-66.1496,"CBB046"
"Viedma","VIE",-17.7898,-63.172,"SCZ1008"
"Vilaque Grande","VGR",-15.36188,-68.1882,""
"Villa 12 De Octubre","V12",-16.51661,-68.16725,""
"Villa 14","V14",-16.84989,-65.34462,""
"Villa 1ro de Mayo","VIL",-17.79567,-63.12648,"SCZ121"
"Villa Abecia","ABC",-20.99393,-65.23923,""
"Villa Adela","VAD",-16.53807,-68.18902,"LPZ082"
"Villa Adela Conavi","ADC",-16.52295,-68.21159,"EAL216"
"Villa Adela Yunguyo","VAY",-16.51565,-68.21796,"EAL219"
"Villa Albina Patino","VAP",-17.359,-66.32567,""
"Villa Alcala","VIAL",-19.36455,-64.39741,""
"Villa Alegria","VIA",-18.99515,-65.27262,""
"Villa Armonia","VAR",-16.5094,-68.10871,"LPZ305"
"Villa Armonia SCR","VLA",-19.01889,-65.2624,"SRE054"
"Villa Azurduy","VAZ",-20.11089,-64.41222,""
"Villa Busch","VBS",-11.05011,-68.776,""
"Villa Cooperativa","VCV",-16.46442,-68.25164,""
"Villa Coronilla","VLL",-17.4036,-66.16286,""
"Villa Cosmos 79","VCS",-16.53444,-68.23059,"EAL257"
"Villa Dolores","VDO",-16.51756,-68.15871,"LPZ071"
"Villa Dolores F","VDF",-16.52552,-68.18566,"LPZ088"
"Villa El Carmen","VCA",-16.46186,-68.10769,"LPZ386"
"Villa Esperanza","VES",-17.85503,-63.17375,"SCZ921"
"Villa Esperanza LPZ","VEZ",-16.4919,-68.1989,"EAL025"
"Villa Galindo","VGL",-17.38376,-66.16843,"CBB305"
"Villa Gladys","GLA",-17.8209,-63.11761,"SCZ199"
"Villa Hermosa","VHR",-17.73597,-63.1811,"SCZ048"
"Villa Ingenio","ING",-16.47795,-68.20356,"EAL064"
"Villa Las Delicias","DEL",-16.47278,-68.12228,"LPZ362"
"Villa Litoral","VLI",-16.50503,-68.10682,"LPZ304"
"Villa Los Andes","VAN",-17.97542,-67.10053,"ORU186"
"Villa Lourdes","VLR",-17.8333,-63.16078,"SCZ913"
"Villa Luz","VLU",-17.73149,-63.16637,"SCZ053"
"Villa Mercedes","VME",-16.58255,-68.23449,""
"Villa nueva","VNV",-20.05836,-65.33961,""
"Villa Nuevo Potosi","VNP",-16.48776,-68.12261,"LPZ323"
"Villa Olimpica","VOL",-17.82544,-63.18439,"SCZ174"
"Villa Olimpica 2","VO2",-17.83363,-63.1861,"SCZ803"
"Villa Pabon","VPB",-16.49436,-68.12764,"LPZ324"
"Villa Pagador","VPG",-17.44248,-66.11517,"CBB168"
"Villa Paraiso","VIP",-17.02079,-62.59531,""
"Villa Pillin","VPI",-17.75703,-63.1559,"SCZ062"
"Villa Porvenir","VPV",-17.4326,-66.11263,""
"Villa Remedios","VRE",-16.56076,-68.21265,"EAL357"
"Villa Ribero","VRB",-17.61109,-65.79357,""
"Villa Salome","VSL",-16.4886,-68.0986,"LPZ372"
"Villa San Antonio","VSA",-16.49939,-68.11322,"LPZ109"
"Villa San Antonio Alto","SAA",-16.49847,-68.1088,"LPZ310"
"Villa Santiago","VST",-16.53118,-68.17558,""
"Villa Santiago II","VS2",-16.53647,-68.18122,"LPZ078"
"Villa Serrano","VSR",-19.12005,-64.3293,""
"Villa Tahuichi","VLT",-14.80943,-64.87082,""
"Villa Tejada Rectangular","VTR",-16.52669,-68.15926,"LPZ128"
"Villa Tunari","VIT",-16.95867,-65.41508,""
"Villa Tunari 2","VT2",-16.97664,-65.42464,""
"Villa Victoria","VVC",-16.50469,-68.1531,"LPZ538"
"Villa Yunguyo","VYY",-16.50101,-68.23518,"EAL178"
"Villamil De Rada","VRA",-16.50336,-68.14397,"LPZ529"
"Villamontes","VLM",-21.24517,-63.46597,""
"Villazon","VLZ",-22.0878,-65.5953,""
"Villazon 3","VLZ3",-22.0878,-65.5953,""
"Vino Tinto","VTN",-16.48142,-68.14228,"LPZ209"
"Vinto","VIN",-17.4001,-66.3153,""
"Vinto 2","VIN2",-17.39301,-66.32201,"VNT004"
"Vinto Chico","VCI",-17.41283,-66.33622,""
"Virgen de Cotoca","VCO",-17.7818,-63.1565,"SCZ072"
"Virgen de la Hiedra","VHD",-19.03117,-65.28092,""
"Virgen de La Merced","VMC",-16.53636,-68.03995,"LPZ454"
"Virgen de Lujan","VLJ",-17.76155,-63.12666,"SCZ403"
"Virrey Toledo","TLD",-16.49094,-68.15069,"LPZ508"
"Viru Viru","VIR",-17.6607,-63.15853,""
"Viticha","VTC",-20.19212,-65.47518,""
"Vueltadero","VTD",-17.16566,-64.96834,""
"WALDO BALLIVIAN","WAB",-17.08532,-68.18563,""
"Warnes","WAR",-17.52013,-63.17028,""
"Warnes 2","WAR2",-17.51125,-63.1689,"WAR005"
"Warnes 3","WAR3",-17.50541,-63.18836,""
"Warnes 4","WAR4",-17.50741,-63.15132,""
"Warnes Riberalta","WRIB",-10.92879,-65.9682,""
"Wiltacato","WTC",-17.37944,-66.23853,""
"Yabog","YBG",-17.8291,-63.24062,"SCZ714"
"Yacimientos","YCM",-16.50161,-68.16332,"LPZ054"
"Yacuiba","YAC",-22.0096,-63.68563,""
"Yacuiba II","YAC2",-22.0059,-63.6759,"YCB002"
"Yaguaru","YGR",-15.60192,-63.22679,""
"Yamparaez","YPZ",-19.18419,-65.12078,""
"Yanacachi","YNC",-16.39139,-67.78039,""
"Yanacocha","YCH",-16.49055,-68.13273,"LPZ253"
"Yapacani","YAP",-17.40125,-63.87912,""
"Yapacani 2","YAP2",-17.40232,-63.88796,""
"Yapacani 3","YAP3",-17.39642,-63.92781,""
"Yapacani 5","YAP5",-17.4057,-63.855,""
"Yapacani4","YAP4",-17.4133,-63.8761,""
"Yocalla","YCL",-19.38421,-65.92233,""
"Yotala","YOT",-19.16219,-65.25961,""
"Yotau","YOU",-16.17757,-63.02314,""
"YPFB CBBA","YPF",-17.45744,-66.11497,""
"Yucumo","YUC",-15.15542,-67.03253,""
"Yunchara","YCR",-21.80673,-65.17067,""
"Yungas","YUN",-16.49954,-68.12897,""
"YUNGUYO DEL LITORAL","YDL",-18.85348,-68.31951,""
"Yurcuma","YUR",-21.49099,-65.68911,""
"Zamuzabeti","ZBZ",-16.81428,-65.57158,""
"Zanja Honda","ZHO",-18.27762,-63.18907,""
"Zofraco 2","ZF2",-17.45561,-66.21103,""
"Zona 12 de Abril","Z12",-16.55959,-68.25231,""
"Zona 3 de Mayo","Z3M",-16.46529,-68.11534,""
"Zona Aranjuez","ZOA",-19.0529,-65.2818,""
"Zona Aranjuez 2","ZOA2",-19.06026,-65.28891,""
"Zona Caiconi","ZCC",-16.49322,-68.12529,"LPZ101"
"Zona Challapampa","ZCH",-16.47877,-68.14854,"LPZ213"
"Zona Franca","FRA",-17.57561,-63.15879,""
"Zona Franca La Paz","ZFL",-16.5434,-68.23505,"EAL261"
"Zona Nor Este","ZNE",-17.96772,-67.09286,"ORU355"
"Zona Pokeni","ZPK",-16.47771,-68.1263,"LPZ360"
"Zona Puntiti","ZPT",-17.37442,-66.09982,"CBB219"
"Zona Senac Sucre","ZSS",-19.06034,-65.2689,"SRE167"
"Zona Villa Victoria","ZVV",-16.48846,-68.15482,"LPZ202"
"Zona Vita","ZVT",-16.49329,-68.14588,""
"Zona_Pucarani_EA","ZPCR",-16.48905,-68.17479,"EAL011"
"Zoo_Oruro","ZOOR",-17.97704,-67.12045,""
"Zoologico","ZOO",-17.76281,-63.19075,"SCZ009"
"Zudanez","ZDN",-19.11627,-64.70287,""
